,Gene_1,Gene_2,Similarity,pair_type
158,HTR6,MYO7A,0.37209302325581395,positive-positive
159,HTR6,NME5,0.3125,positive-positive
160,HTR6,NME7,0.234375,positive-positive
161,HTR6,NEK1,0.24615384615384617,positive-positive
162,HTR6,NEK2,0.25862068965517243,positive-positive
163,HTR6,NEK4,0.29411764705882354,positive-positive
164,HTR6,NEK8,0.3409090909090909,positive-positive
165,HTR6,NINL,0.4,positive-positive
166,HTR6,NIN,0.65,positive-positive
167,HTR6,NOTO,0.5625,positive-positive
168,HTR6,NPHP1,0.52,positive-positive
169,HTR6,NPHP3,0.2909090909090909,positive-positive
170,HTR6,NPHP4,0.35714285714285715,positive-positive
171,HTR6,NUP214,0.3333333333333333,positive-positive
172,HTR6,NUP37,0.5,positive-positive
173,HTR6,NUP35,0.3137254901960784,positive-positive
174,HTR6,NUP62,0.22727272727272727,positive-positive
175,HTR6,NUP93,0.2222222222222222,positive-positive
176,HTR6,OCRL,0.20833333333333334,positive-positive
177,HTR6,ODF2,0.625,positive-positive
178,HTR6,OFD1,0.5333333333333333,positive-positive
179,HTR6,ORC1,0.16494845360824742,positive-positive
180,HTR6,PACRG,0.25,positive-positive
181,HTR6,PARD6A,0.35,positive-positive
182,HTR6,PARD3,0.4166666666666667,positive-positive
183,HTR6,PCDH15,0.625,positive-positive
184,HTR6,PCM1,0.7272727272727273,positive-positive
185,HTR6,PDE6D,0.2692307692307692,positive-positive
186,HTR6,PDZD7,0.7894736842105263,positive-positive
187,HTR6,PIBF1,0.45714285714285713,positive-positive
188,HTR6,PKD1L1,0.8125,positive-positive
189,HTR6,PKD1,0.7894736842105263,positive-positive
190,HTR6,PKD2,0.38461538461538464,positive-positive
191,HTR6,PKHD1,0.3793103448275862,positive-positive
192,HTR6,PLK1,0.1744186046511628,positive-positive
193,HTR6,POC1A,0.24193548387096775,positive-positive
194,HTR6,PTCH1,0.35714285714285715,positive-positive
195,HTR6,BBS9,0.2830188679245283,positive-positive
196,HTR6,PTPDC1,0.2727272727272727,positive-positive
197,HTR6,RAB17,0.5882352941176471,positive-positive
198,HTR6,RAB23,0.2692307692307692,positive-positive
199,HTR6,RAB3IP,0.4117647058823529,positive-positive
200,HTR6,RAB8A,0.2077922077922078,positive-positive
201,HTR6,RANBP1,0.23880597014925373,positive-positive
202,HTR6,RAN,0.14423076923076922,positive-positive
203,HTR6,RAB11A,0.1485148514851485,positive-positive
204,HTR6,RAB11FIP3,0.46875,positive-positive
205,HTR6,RFX3,0.2916666666666667,positive-positive
206,HTR6,RILPL1,0.4411764705882353,positive-positive
207,HTR6,RILPL2,0.7647058823529411,positive-positive
208,HTR6,ROPN1L,0.4411764705882353,positive-positive
209,HTR6,RP1,0.7777777777777778,positive-positive
210,HTR6,RPGRIP1,0.55,positive-positive
211,HTR6,RPGR,0.42857142857142855,positive-positive
212,HTR6,RSPH4A,0.2727272727272727,positive-positive
213,HTR6,RSPH3,0.25,positive-positive
214,HTR6,RSPH9,0.24561403508771928,positive-positive
215,HTR6,RSPH1,0.27586206896551724,positive-positive
216,HTR6,RTTN,0.5357142857142857,positive-positive
217,HTR6,SLC47A2,0.14285714285714285,positive-positive
218,HTR6,SASS6,0.25,positive-positive
219,HTR6,SCLT1,0.6190476190476191,positive-positive
220,HTR6,SDCCAG8,0.7,positive-positive
221,HTR6,POMK,0.6666666666666666,positive-positive
222,HTR6,SHH,0.4666666666666667,positive-positive
223,HTR6,SMO,0.5714285714285714,positive-positive
224,HTR6,SNAP25,0.3333333333333333,positive-positive
225,HTR6,SNX10,0.8235294117647058,positive-positive
226,HTR6,SPA17,0.7368421052631579,positive-positive
227,HTR6,SPAG6,0.25806451612903225,positive-positive
228,HTR6,SPATA7,0.8235294117647058,positive-positive
229,HTR6,SPEF2,0.38095238095238093,positive-positive
230,HTR6,SPAG16,0.23076923076923078,positive-positive
231,HTR6,SPAG17,0.5714285714285714,positive-positive
232,HTR6,SSNA1,0.2631578947368421,positive-positive
233,HTR6,SSTR3,0.37037037037037035,positive-positive
234,HTR6,STK38L,0.15384615384615385,positive-positive
235,HTR6,STIL,0.8421052631578947,positive-positive
236,HTR6,STK36,0.2459016393442623,positive-positive
237,HTR6,STOML3,0.24390243902439024,positive-positive
238,HTR6,STX3,0.4827586206896552,positive-positive
239,HTR6,SUFU,0.48484848484848486,positive-positive
240,HTR6,SYNE2,0.5833333333333334,positive-positive
241,HTR6,TUBA1A,0.14,positive-positive
242,HTR6,TUBA1C,0.13861386138613863,positive-positive
243,HTR6,TUBA4A,0.12643678160919541,positive-positive
244,HTR6,TUBB2A,0.125,positive-positive
245,HTR6,TUBB2B,0.12087912087912088,positive-positive
246,HTR6,TUBB3,0.12658227848101267,positive-positive
247,HTR6,TBC1D30,0.4166666666666667,positive-positive
248,HTR6,TBC1D7,0.5517241379310345,positive-positive
249,HTR6,TUBE1,0.2711864406779661,positive-positive
250,HTR6,TCTN3,0.4,positive-positive
251,HTR6,TCTN2,0.8823529411764706,positive-positive
252,HTR6,TCTN1,0.7222222222222222,positive-positive
253,HTR6,TEKT2,0.45161290322580644,positive-positive
254,HTR6,TEKT4,0.6086956521739131,positive-positive
255,HTR6,TEKT5,0.39285714285714285,positive-positive
256,HTR6,LRRC6,0.234375,positive-positive
257,HTR6,TMEM138,0.5185185185185185,positive-positive
258,HTR6,TMEM216,0.48,positive-positive
259,HTR6,TMEM231,0.4166666666666667,positive-positive
260,HTR6,TMEM237,0.8235294117647058,positive-positive
261,HTR6,TNPO1,0.1368421052631579,positive-positive
262,HTR6,NGFR,0.75,positive-positive
263,HTR6,TOPORS,0.4,positive-positive
264,HTR6,TRAPPC10,0.2542372881355932,positive-positive
265,HTR6,TRAPPC3,0.16494845360824742,positive-positive
266,HTR6,TRAPPC9,0.3125,positive-positive
267,HTR6,TPPP2,0.3,positive-positive
268,HTR6,TRIM32,0.8125,positive-positive
269,HTR6,TRIP11,0.4117647058823529,positive-positive
270,HTR6,TTC21B,0.24242424242424243,positive-positive
271,HTR6,TTC30A,0.2318840579710145,positive-positive
272,HTR6,TTC30B,0.2318840579710145,positive-positive
273,HTR6,TTC12,0.6190476190476191,positive-positive
274,HTR6,TTBK2,0.3111111111111111,positive-positive
275,HTR6,TTC26,0.25396825396825395,positive-positive
276,HTR6,TTC29,0.6363636363636364,positive-positive
277,HTR6,TTC8,0.25,positive-positive
278,HTR6,TTK,0.2413793103448276,positive-positive
279,HTR6,TTLL3,0.29545454545454547,positive-positive
280,HTR6,TTLL6,0.19718309859154928,positive-positive
281,HTR6,TTLL9,0.25925925925925924,positive-positive
282,HTR6,TULP1,0.18333333333333332,positive-positive
283,HTR6,TULP3,0.20634920634920634,positive-positive
284,HTR6,NME8,0.4411764705882353,positive-positive
285,HTR6,ULK4,0.32,positive-positive
286,HTR6,USH1G,0.45161290322580644,positive-positive
287,HTR6,USH2A,0.6666666666666666,positive-positive
288,HTR6,USH1C,0.5384615384615384,positive-positive
289,HTR6,VDAC3,0.23636363636363636,positive-positive
290,HTR6,VHL,0.7,positive-positive
291,HTR6,WDR19,0.24193548387096775,positive-positive
292,HTR6,WDR35,0.21739130434782608,positive-positive
293,HTR6,WDR60,0.3404255319148936,positive-positive
294,HTR6,WDR78,0.2830188679245283,positive-positive
295,HTR6,DFNB31,0.4838709677419355,positive-positive
296,HTR6,XPNPEP3,0.21333333333333335,positive-positive
297,HTR6,RP2,0.25862068965517243,positive-positive
298,HTR6,ZNF423,0.6818181818181818,positive-positive
299,HTR6,CCDC151,0.3409090909090909,positive-positive
300,HTR6,UNC119B,0.2545454545454545,positive-positive
301,HTR6,PROM1,0.42857142857142855,positive-positive
302,HTR6,CABYR,0.47058823529411764,positive-positive
303,HTR6,AKAP3,0.5,positive-positive
304,HTR6,SNAP29,0.358974358974359,positive-positive
305,HTR6,UMOD,0.55,positive-positive
306,HTR6,RHO,0.52,positive-positive
307,HTR6,GNAT1,0.22727272727272727,positive-positive
308,HTR6,PRKACA,0.15294117647058825,positive-positive
309,HTR6,GNAT2,0.2222222222222222,positive-positive
310,HTR6,ARL2,0.14893617021276595,positive-positive
311,HTR6,SCNN1A,0.52,positive-positive
312,HTR6,RAB15,0.7777777777777778,positive-positive
313,HTR6,TAS2R43,0.625,positive-positive
314,HTR6,RAB10,0.19444444444444445,positive-positive
315,HTR6,RAB14,0.25,positive-positive
316,HTR6,TBCC,0.19736842105263158,positive-positive
317,HTR6,AKAP4,0.5882352941176471,positive-positive
318,HTR6,TCTEX1D4,0.5,positive-positive
319,HTR6,ARMC4,0.3076923076923077,positive-positive
320,HTR6,CEP162,0.5357142857142857,positive-positive
321,HTR6,AGBL2,0.2777777777777778,positive-positive
322,HTR6,AGBL4,0.3333333333333333,positive-positive
323,HTR6,CCSAP,0.7058823529411765,positive-positive
324,HTR6,DZIP1,0.5161290322580645,positive-positive
325,HTR6,DZIP1L,0.34210526315789475,positive-positive
326,HTR6,PGAM4,0.09859154929577464,positive-positive
327,HTR6,POC1B,0.22413793103448276,positive-positive
328,HTR6,DNAH7,0.20967741935483872,positive-positive
329,HTR6,HAVCR1,0.5625,positive-positive
330,HTR6,C5orf30,0.875,positive-positive
331,HTR6,MARK4,0.21052631578947367,positive-positive
332,HTR6,CEP19,0.6666666666666666,positive-positive
333,HTR6,ADCY10,0.24,positive-positive
334,HTR6,KIAA0586,0.75,positive-positive
335,HTR6,OXCT2,0.140625,positive-positive
336,HTR6,ROPN1B,0.4166666666666667,positive-positive
337,HTR6,PTPN23,0.2765957446808511,positive-positive
338,HTR6,EHD1,0.16901408450704225,positive-positive
339,HTR6,SPTBN5,0.375,positive-positive
340,HTR6,DNAH9,0.2,positive-positive
341,HTR6,EHD3,0.20833333333333334,positive-positive
342,HTR6,PKD2L1,0.3684210526315789,positive-positive
343,HTR6,ICK,0.175,positive-positive
344,HTR6,SSX2IP,0.5714285714285714,positive-positive
345,HTR6,ATP6V1D,0.1553398058252427,positive-positive
346,HTR6,CFAP20,0.2077922077922078,positive-positive
347,HTR6,BBIP1,0.6666666666666666,positive-positive
348,HTR6,MCIDAS,0.47058823529411764,positive-positive
349,HTR6,ABLIM1,0.4838709677419355,positive-positive
350,HTR6,ZMYND10,0.2153846153846154,positive-positive
351,HTR6,ABLIM3,0.42424242424242425,positive-positive
352,HTR6,PCNT,0.5652173913043478,positive-positive
353,HTR6,CCNO,0.5555555555555556,positive-positive
354,HTR6,CSNK1D,0.15625,positive-positive
355,HTR6,ACTR2,0.18072289156626506,positive-positive
356,HTR6,RAB1A,0.15,positive-positive
357,HTR6,FNBP1L,0.36585365853658536,positive-positive
358,HTR6,CATIP,0.4230769230769231,positive-positive
359,HTR6,CCDC13,0.39473684210526316,positive-positive
360,HTR6,RAB8B,0.1794871794871795,positive-positive
361,HTR6,TTC17,0.39473684210526316,positive-positive
362,HTR6,CCDC113,0.3018867924528302,positive-positive
363,HTR6,C5orf42,0.8823529411764706,positive-positive
364,HTR6,AVIL,0.208955223880597,positive-positive
365,HTR6,GSN,0.24193548387096775,positive-positive
366,HTR6,ACTR3,0.17857142857142858,positive-positive
367,HTR6,PARVA,0.34146341463414637,positive-positive
368,HTR6,PLA2G3,0.5357142857142857,positive-positive
369,ADCY3,AHI1,0.52,positive-positive
370,ADCY3,ALMS1,0.4117647058823529,positive-positive
371,ADCY3,ARL13B,0.4727272727272727,positive-positive
372,ADCY3,ARF4,0.453125,positive-positive
373,ADCY3,ARL3,0.45714285714285713,positive-positive
374,ADCY3,ARL6,0.5,positive-positive
375,ADCY3,ASAP1,0.5106382978723404,positive-positive
376,ADCY3,ATXN10,0.42857142857142855,positive-positive
377,ADCY3,B9D1,0.48484848484848486,positive-positive
378,ADCY3,B9D2,0.45161290322580644,positive-positive
379,ADCY3,BBS12,0.40540540540540543,positive-positive
380,ADCY3,BBS1,0.4918032786885246,positive-positive
381,ADCY3,BBS10,0.45714285714285713,positive-positive
382,ADCY3,BBS2,0.5166666666666667,positive-positive
383,ADCY3,BBS4,0.5,positive-positive
384,ADCY3,BBS5,0.46153846153846156,positive-positive
385,ADCY3,BBS7,0.4838709677419355,positive-positive
386,ADCY3,C2CD3,0.5641025641025641,positive-positive
387,ADCY3,CC2D2A,0.5,positive-positive
388,ADCY3,CDH23,0.5,positive-positive
389,ADCY3,C2orf71,0.3333333333333333,positive-positive
390,ADCY3,CBY1,0.5,positive-positive
391,ADCY3,CCDC103,0.45,positive-positive
392,ADCY3,CCDC114,0.3111111111111111,positive-positive
393,ADCY3,CCDC28B,0.475,positive-positive
394,ADCY3,CCDC37,0.41818181818181815,positive-positive
395,ADCY3,CCDC40,0.359375,positive-positive
396,ADCY3,CCDC39,0.4444444444444444,positive-positive
397,ADCY3,CEP104,0.4626865671641791,positive-positive
398,ADCY3,CEP164,0.34615384615384615,positive-positive
399,ADCY3,CEP290,0.5555555555555556,positive-positive
400,ADCY3,CENPJ,0.4117647058823529,positive-positive
401,ADCY3,CEP41,0.34545454545454546,positive-positive
402,ADCY3,CEP72,0.35,positive-positive
403,ADCY3,CEP83,0.32432432432432434,positive-positive
404,ADCY3,CEP89,0.5277777777777778,positive-positive
405,ADCY3,CEP97,0.625,positive-positive
406,ADCY3,C8orf37,0.30434782608695654,positive-positive
407,ADCY3,CLDN2,0.2702702702702703,positive-positive
408,ADCY3,CLUAP1,0.4852941176470588,positive-positive
409,ADCY3,CNGA2,0.5740740740740741,positive-positive
410,ADCY3,CNGA4,0.5510204081632653,positive-positive
411,ADCY3,CNGB1,0.48936170212765956,positive-positive
412,ADCY3,CCP110,0.3783783783783784,positive-positive
413,ADCY3,CEP131,0.47058823529411764,positive-positive
414,ADCY3,CEP135,0.5813953488372093,positive-positive
415,ADCY3,CEP250,0.3333333333333333,positive-positive
416,ADCY3,CROCC,0.625,positive-positive
417,ADCY3,CRB3,0.23529411764705882,positive-positive
418,ADCY3,CTNNB1,0.6046511627906976,positive-positive
419,ADCY3,C21orf2,0.5,positive-positive
420,ADCY3,DNAAF1,0.39473684210526316,positive-positive
421,ADCY3,DNAAF3,0.45454545454545453,positive-positive
422,ADCY3,DCDC2,0.4418604651162791,positive-positive
423,ADCY3,DISC1,0.29411764705882354,positive-positive
424,ADCY3,DNAI1,0.38571428571428573,positive-positive
425,ADCY3,DNAI2,0.4411764705882353,positive-positive
426,ADCY3,DNAL1,0.4393939393939394,positive-positive
427,ADCY3,DPCD,0.43137254901960786,positive-positive
428,ADCY3,DPYSL2,0.47368421052631576,positive-positive
429,ADCY3,DRC1,0.40625,positive-positive
430,ADCY3,DRD1,0.5526315789473685,positive-positive
431,ADCY3,DRD2,0.5405405405405406,positive-positive
432,ADCY3,DRD5,0.6216216216216216,positive-positive
433,ADCY3,DVL1,0.5581395348837209,positive-positive
434,ADCY3,DNAH10,0.38235294117647056,positive-positive
435,ADCY3,DNAH11,0.2878787878787879,positive-positive
436,ADCY3,DNAH1,0.2835820895522388,positive-positive
437,ADCY3,DNAH2,0.40625,positive-positive
438,ADCY3,DNAH5,0.4,positive-positive
439,ADCY3,DNAH6,0.38461538461538464,positive-positive
440,ADCY3,DYNC2H1,0.4117647058823529,positive-positive
441,ADCY3,DYNLT1,0.4533333333333333,positive-positive
442,ADCY3,DYX1C1,0.45454545454545453,positive-positive
443,ADCY3,EFHC1,0.3783783783783784,positive-positive
444,ADCY3,EVC,0.3142857142857143,positive-positive
445,ADCY3,EXOC6B,0.43661971830985913,positive-positive
446,ADCY3,EXOC3,0.5769230769230769,positive-positive
447,ADCY3,EXOC4,0.44776119402985076,positive-positive
448,ADCY3,EXOC6,0.44776119402985076,positive-positive
449,ADCY3,EXOC5,0.4305555555555556,positive-positive
450,ADCY3,FAM161A,0.4473684210526316,positive-positive
451,ADCY3,FBF1,0.4166666666666667,positive-positive
452,ADCY3,FLNA,0.5,positive-positive
453,ADCY3,FOPNL,0.42592592592592593,positive-positive
454,ADCY3,FOXJ1,0.4897959183673469,positive-positive
455,ADCY3,WDPCP,0.5476190476190477,positive-positive
456,ADCY3,RPGRIP1L,0.4888888888888889,positive-positive
457,ADCY3,FUZ,0.47619047619047616,positive-positive
458,ADCY3,GAS8,0.38028169014084506,positive-positive
459,ADCY3,TUBGCP2,0.3218390804597701,positive-positive
460,ADCY3,TUBGCP4,0.4375,positive-positive
461,ADCY3,TUBGCP3,0.30927835051546393,positive-positive
462,ADCY3,TUBGCP5,0.40384615384615385,positive-positive
463,ADCY3,TUBGCP6,0.45652173913043476,positive-positive
464,ADCY3,GLI1,0.627906976744186,positive-positive
465,ADCY3,GLI2,0.6136363636363636,positive-positive
466,ADCY3,GLI3,0.6222222222222222,positive-positive
467,ADCY3,GLIS2,0.5135135135135135,positive-positive
468,ADCY3,GPR161,0.40540540540540543,positive-positive
469,ADCY3,GPR98,0.425,positive-positive
470,ADCY3,GSK3B,0.32673267326732675,positive-positive
471,ADCY3,HAP1,0.23529411764705882,positive-positive
472,ADCY3,HTT,0.5098039215686274,positive-positive
473,ADCY3,HEATR2,0.45161290322580644,positive-positive
474,ADCY3,HNF1B,0.3076923076923077,positive-positive
475,ADCY3,HSPA8,0.3106796116504854,positive-positive
476,ADCY3,HYDIN,0.3939393939393939,positive-positive
477,ADCY3,HYLS1,0.3611111111111111,positive-positive
478,ADCY3,DNALI1,0.4696969696969697,positive-positive
479,ADCY3,IFT122,0.4626865671641791,positive-positive
480,ADCY3,IFT140,0.45588235294117646,positive-positive
481,ADCY3,IFT172,0.47058823529411764,positive-positive
482,ADCY3,IFT20,0.5818181818181818,positive-positive
483,ADCY3,IFT22,0.46551724137931033,positive-positive
484,ADCY3,HSPB11,0.4318181818181818,positive-positive
485,ADCY3,IFT27,0.32142857142857145,positive-positive
486,ADCY3,IFT46,0.47761194029850745,positive-positive
487,ADCY3,IFT52,0.42857142857142855,positive-positive
488,ADCY3,IFT43,0.4634146341463415,positive-positive
489,ADCY3,IFT57,0.5076923076923077,positive-positive
490,ADCY3,IFT80,0.49230769230769234,positive-positive
491,ADCY3,IFT74,0.43103448275862066,positive-positive
492,ADCY3,IFT81,0.4375,positive-positive
493,ADCY3,IFT88,0.4714285714285714,positive-positive
494,ADCY3,INPP5E,0.4444444444444444,positive-positive
495,ADCY3,INTU,0.5853658536585366,positive-positive
496,ADCY3,INVS,0.4090909090909091,positive-positive
497,ADCY3,IQCB1,0.38461538461538464,positive-positive
498,ADCY3,JADE1,0.5,positive-positive
499,ADCY3,AK7,0.5,positive-positive
500,ADCY3,AK8,0.4032258064516129,positive-positive
501,ADCY3,KIF19,0.35714285714285715,positive-positive
502,ADCY3,KIF17,0.4,positive-positive
503,ADCY3,KIF24,0.22727272727272727,positive-positive
504,ADCY3,KIF3B,0.48484848484848486,positive-positive
505,ADCY3,KIF3A,0.4225352112676056,positive-positive
506,ADCY3,KIF3C,0.4375,positive-positive
507,ADCY3,KIF27,0.3191489361702128,positive-positive
508,ADCY3,KIF7,0.3170731707317073,positive-positive
509,ADCY3,DNAAF2,0.43333333333333335,positive-positive
510,ADCY3,EVC2,0.4,positive-positive
511,ADCY3,LCA5,0.4473684210526316,positive-positive
512,ADCY3,PAFAH1B1,0.4307692307692308,positive-positive
513,ADCY3,LZTFL1,0.425531914893617,positive-positive
514,ADCY3,MAK,0.36585365853658536,positive-positive
515,ADCY3,MAL,0.3333333333333333,positive-positive
